COD_CLIENTE,NATURA_GIURIDICA,PV,CODICE_ISTAT,FIDO_PAYLINE,DECISIONE,VALUTAZIONE_TEMPI_PAG,GG_PATTUITI,GG_RITARDO,FATTURATO,FATTURATO_MESE,CLASSE_RISCHIO,CLASSE_RISCHIO_DESCR
5446,S.r.l.,PR,960201/07,3180.0,Accordabile,Regolari,23.0,0.0,"4933,57","586,1",4,Affidabile
5447,S.r.l.,PR,432201/07,2500.0,Accordabile,Regolari,23.0,1.0,"3352,56","395,91",4,Affidabile
5448,S.r.l.,VR,551/07,10560.0,Accordabile,Regolari,30.0,21.0,"1678,04","999,55",4,Affidabile
5449,S.r.l.,VR,551/07,10800.0,Accordabile,Regolari,30.0,21.0,"1333,29","558,89",4,Affidabile
5450,S.a.s.,VR,551/07,16560.0,Accordabile,Regolari,30.0,21.0,"-1474,31","42,7",4,Affidabile
5451,S.n.c.,VR,552051/07,9000.0,Accordabile,Regolari,30.0,0.0,"2219,39","1241,99",4,Affidabile
5452,S.n.c.,VR,551/07,8750.0,Accordabile,Regolari,30.0,0.0,"841,86","81,55",4,Affidabile
5453,S.r.l.,VR,551/07,8160.0,Accordabile,Prevalentemente regolari,31.0,21.0,"7704,32","5334,06",4,Affidabile
5454,S.n.c.,VR,551/07,23400.0,Accordabile,Regolari,30.0,0.0,"360,27","135,1",4,Affidabile
5455,S.n.c.,VR,551/07,8001.0,Accordabile,Prevalentemente regolari,32.0,316.0,"6859,52","1251,52",4,Affidabile
5456,S.a.s.,VR,563/07,43996.0,Accordabile,Regolari,31.0,0.0,"13635,93","9259,68",4,Affidabile
5457,S.n.c.,VR,551/07,14160.0,Accordabile,Regolari,31.0,21.0,"2681,27","2283,03",4,Affidabile
5458,Indiv.,VR,551/07,15840.0,Accordabile,Regolari,30.0,21.0,"981,55","38,46",4,Affidabile
5459,S.n.c.,VR,551/07,19584.0,Accordabile,Regolari,30.0,21.0,"15684,12","2345,96",4,Affidabile
5460,S.r.l.u.s.,VR,551/07,1500.0,Accordabile,Regolari,30.0,21.0,"562,23","41,61",4,Affidabile
5461,S.n.c.,VR,551/07,9120.0,Accordabile,Regolari,30.0,21.0,"199,52","41,61",4,Affidabile
5462,S.r.l.,VR,551/07,1704.0,Da ridurre,Regolari,30.0,21.0,"1995,83","202,01",4,Affidabile
5463,S.n.c.,VR,551/07,8700.0,Accordabile,Regolari,30.0,0.0,"4370,59","897,4",4,Affidabile
5464,S.a.s.,VR,551/07,45600.0,Accordabile,Regolari,30.0,3.0,"6096,11","3394,87",4,Affidabile
5465,S.r.l.,VR,551/07,47400.0,Accordabile,Regolari,31.0,0.0,"5502,82","4029,77",4,Affidabile
5466,S.n.c.,VR,551/07,21250.0,Accordabile,Regolari,30.0,0.0,"4358,24","2246,08",4,Affidabile
5467,Indiv.,VR,551/07,6624.0,Accordabile,Regolari,30.0,21.0,"1261,94","773,37",4,Affidabile
5468,Indiv.,VR,551/07,4838.0,Accordabile,Regolari,30.0,21.0,"284,82","163,04",4,Affidabile
5469,S.a.s.,VR,551/07,7440.0,Accordabile,Regolari,30.0,21.0,"1533,87","873,64",4,Affidabile
5470,S.a.s.,VR,551/07,2500.0,Accordabile,Regolari,30.0,0.0,"1845,83","565,4",4,Affidabile
5471,S.a.s.,VR,551/07,15900.0,Accordabile,Regolari,30.0,5.0,"255,87","41,61",4,Affidabile
5472,Indiv.,VR,551/07,2880.0,Accordabile,Regolari,30.0,21.0,"189,28","41,61",4,Affidabile
5473,S.a.s.,VR,551/07,27500.0,Accordabile,Regolari,30.0,0.0,"1676,6","103,19",4,Affidabile
5474,S.a.s.,VR,551/07,15600.0,Accordabile,Regolari,30.0,0.0,"1055,64","11,35",4,Affidabile
5475,Semplice,VR,0126/07,26500.0,Accordabile,Regolari,30.0,0.0,"770,02","350,27",4,Affidabile
5476,Indiv.,VR,0121/07,4780.0,Accordabile,Regolari,30.0,21.0,"1014,14","310,64",4,Affidabile
5477,S.n.c.,VR,551/07,19680.0,Accordabile,Regolari,30.0,21.0,"5542,9","146,45",4,Affidabile
5478,Indiv.,VR,551/07,19872.0,Accordabile,Regolari,30.0,21.0,"654,95","182,29",4,Affidabile
5479,S.n.c.,VR,551/07,8000.0,Accordabile,Regolari,30.0,0.0,"1353,67","517,74",4,Affidabile
5480,S.r.l.,VR,551/07,31680.0,Accordabile,Regolari,30.0,21.0,"14289,76","5116,09",4,Affidabile
5481,Indiv.,VR,551/07,12720.0,Accordabile,Prevalentemente regolari,30.0,21.0,"1380,79","278,66",4,Affidabile
5482,S.r.l.,VR,551/07,4680.0,Accordabile,Regolari,30.0,0.0,"2190,06","477,75",4,Affidabile
5483,S.r.l.,VR,551/07,39600.0,Accordabile,Regolari,30.0,0.0,"4321,41","634,77",4,Affidabile
5484,Indiv.,VR,551/07,8700.0,Accordabile,Regolari,30.0,0.0,"413,62","52,87",4,Affidabile
5485,Indiv.,VR,551/07,4838.0,Accordabile,Regolari,30.0,21.0,"676,59","402,68",4,Affidabile
5486,S.n.c.,VR,551/07,13200.0,Accordabile,Regolari,31.0,0.0,"1154,23","869,32",4,Affidabile
5487,S.r.l.,VR,551/07,2500.0,Da ridurre,Regolari,30.0,0.0,"5278,11","2689,21",4,Affidabile
5488,S.r.l.,VR,551/07,10875.0,Accordabile,Regolari,30.0,0.0,"15178,24","8867,04",4,Affidabile
5489,S.n.c.,VR,551/07,25500.0,Accordabile,Regolari,30.0,4.0,"3921,83","231,22",4,Affidabile
5490,S.r.l.,VR,551/07,3000.0,Accordabile,Regolari,30.0,0.0,"645,31","247,55",4,Affidabile
5491,S.n.c.,VR,551/07,35400.0,Accordabile,Regolari,30.0,0.0,"2255,63","392,74",4,Affidabile
5492,S.r.l.,VR,551/07,1536.0,Da ridurre,Regolari,30.0,21.0,"2171,03","624,88",4,Affidabile
5493,S.a.s.,VR,551/07,,Da approfondire,Prevalentemente regolari,30.0,21.0,"2089,31","227,75",4,Affidabile
5493,S.a.s.,VR,551/07,,Da approfondire,Prevalentemente regolari,30.0,21.0,"2089,31","227,75",4,Affidabile
5494,S.n.c.,VR,551/07,29760.0,Accordabile,Regolari,30.0,21.0,"641,69","41,61",4,Affidabile
5495,S.a.s.,VR,551/07,16800.0,Accordabile,Regolari,30.0,0.0,"1116,82","41,61",4,Affidabile
5496,Indiv.,VR,551/07,8640.0,Accordabile,Prevalentemente regolari,30.0,21.0,"1547,26","501,62",4,Affidabile
5497,Indiv.,VR,551/07,14400.0,Accordabile,Regolari,30.0,0.0,"523,41","142,83",4,Affidabile
5498,Indiv.,VR,563/07,37903.0,Accordabile,Regolari,30.0,0.0,"2494,34","1421,43",4,Affidabile
5499,S.a.s.,VR,551/07,7200.0,Accordabile,Regolari,30.0,0.0,"1113,98","223,67",4,Affidabile
5500,S.a.s.,VR,551/07,10500.0,Accordabile,Regolari,30.0,11.0,"1961,41","887,63",4,Affidabile
5501,Indiv.,VR,551/07,7000.0,Accordabile,Regolari,30.0,0.0,"608,92","372,38",4,Affidabile
5502,S.a.s.,VR,551/07,1500.0,Accordabile,Prevalentemente regolari,31.0,265.0,"1977,52","1051,7",4,Affidabile
5503,Indiv.,VR,551/07,2400.0,Accordabile,Dilazionati,30.0,21.0,"2240,17","381,16",4,Affidabile
5504,S.a.s.,VR,551/07,34200.0,Accordabile,Regolari,30.0,0.0,"1427,87","153,7",4,Affidabile
5505,S.n.c.,VR,551/07,10800.0,Accordabile,Regolari,30.0,21.0,"1078,13","289,1",4,Affidabile
5506,S.r.l.,VR,551/07,1500.0,Accordabile,Regolari,30.0,0.0,"674,72","192,51",4,Affidabile
5507,Indiv.,VR,551/07,13536.0,Accordabile,Regolari,30.0,21.0,"2608,39","508,27",4,Affidabile
5508,S.n.c.,VR,551/07,7920.0,Accordabile,Regolari,30.0,21.0,"1467,42","776,54",4,Affidabile
5509,S.a.s.,VR,551/07,14640.0,Accordabile,Regolari,30.0,21.0,"4179,7","666,98",4,Affidabile
5510,S.n.c.,VR,551/07,33000.0,Accordabile,Regolari,30.0,3.0,"1249,72","449,61",4,Affidabile
5511,S.r.l.,VR,551/07,14400.0,Accordabile,Regolari,30.0,21.0,"2228,69","1291,49",4,Affidabile
5512,S.r.l.,VR,551/07,9600.0,Accordabile,Regolari,30.0,21.0,"2021,65","1019,93",4,Affidabile
5513,S.n.c.,VR,552051/07,1500.0,Accordabile,Ritardi,30.0,139.0,"841,49","429,21",4,Affidabile
5514,S.a.s.,VR,551/07,6480.0,Accordabile,Regolari,30.0,21.0,"1709,72","344,7",4,Affidabile
5515,S.n.c.,VR,551/07,11760.0,Accordabile,Regolari,30.0,21.0,"1407,55","83,03",4,Affidabile
5516,S.r.l.u.s.,VR,7912/07,4549.0,Accordabile,Regolari,30.0,0.0,"1805,58","525,54",4,Affidabile
5517,S.a.s.,VR,551/07,9600.0,Accordabile,Regolari,30.0,0.0,"341,25","42,92",4,Affidabile
5518,S.r.l.,VR,551/07,1500.0,Accordabile,Regolari,30.0,5.0,"2541,19","964,76",4,Affidabile
5519,S.a.s.,VR,551/07,5750.0,Accordabile,Prevalentemente regolari,31.0,0.0,"30,12","20,08",4,Affidabile
5520,Indiv.,VR,561011/07,30600.0,Accordabile,Regolari,30.0,0.0,"1710,77","519,1",4,Affidabile
5521,S.r.l.u.s.,VR,551/07,3000.0,Accordabile,Regolari,30.0,0.0,"2355,49","1189,62",4,Affidabile
5522,S.a.s.,VR,551/07,15900.0,Accordabile,Regolari,30.0,0.0,"1344,26","646,4",4,Affidabile
5523,S.a.s.,VR,551/07,11760.0,Accordabile,Regolari,30.0,21.0,"1715,47","677,24",4,Affidabile
5524,S.r.l.,VR,551/07,2688.0,Accordabile,Regolari,30.0,21.0,"2170,91","722,16",4,Affidabile
5525,Indiv.,VR,561011/07,3600.0,Accordabile,Regolari,30.0,0.0,"1363,34","508,8",4,Affidabile
5526,S.r.l.,VR,552051/07,2075.0,Accordabile,Regolari,30.0,0.0,"2963,46","1646,53",4,Affidabile
5527,S.a.s.,VR,552051/07,2500.0,Accordabile,Prevalentemente regolari,30.0,0.0,"780,26","429,05",4,Affidabile
5528,S.r.l.,VR,551/07,3600.0,Accordabile,Regolari,30.0,0.0,"830,61","269,88",4,Affidabile
5529,S.a.s.,VR,551/07,8640.0,Accordabile,Regolari,30.0,21.0,"1016,99","509,89",4,Affidabile
5530,Indiv.,VR,551/07,10500.0,Accordabile,Regolari,30.0,10.0,"404,23","10,85",4,Affidabile
5531,S.r.l.,VR,551/07,5280.0,Accordabile,Regolari,30.0,0.0,"514,6","51,78",4,Affidabile
5532,S.n.c.,VR,561011/07,12600.0,Accordabile,Regolari,30.0,-9.0,"2130,87","1173,24",4,Affidabile
5533,S.r.l.,VR,551/07,3550.0,Accordabile,Regolari,31.0,0.0,"3761,67","2640,9",4,Affidabile
5534,S.r.l.,VR,552051/07,0.0,Non accordabile,Regolari,30.0,21.0,"3180,73","1109,77",1,Non affidabile
5535,S.r.l.,VR,4631/07,112220.0,Accordabile,Regolari,30.0,0.0,"5999,71","967,95",4,Affidabile
5536,Assoc.,TO,,0.0,Non accordabile,Prevalentemente regolari,30.0,0.0,"60711,26","1154,21",1,Non affidabile
5537,S.r.l.,TO,222/07,84600.0,Accordabile,Regolari,31.0,0.0,"3292,97",0,4,Affidabile
5538,S.r.l.,TO,255/07,79800.0,Accordabile,Regolari,31.0,0.0,"5172,62","1132,43",4,Affidabile
5539,S.r.l.,TO,293209/07,3332.0,Da ridurre,Prevalentemente regolari,31.0,18.0,"19135,44","4805,55",4,Affidabile
5540,S.r.l.,TO,1729/07,169800.0,Accordabile,Regolari,31.0,0.0,"5435,84",0,4,Affidabile
5541,S.r.l.,TO,257312/07,18750.0,Accordabile,Regolari,22.0,0.0,"4646,63","1175,35",4,Affidabile
5542,S.r.l.u.s.,TO,2562/07,8000.0,Accordabile,Regolari,30.0,0.0,"4792,38",0,4,Affidabile
5543,S.r.l.,TO,28942/07,0.0,Non accordabile,Ritardi significativi,30.0,312.0,"-1289,05",0,6,Non operativa
5544,S.r.l.,TO,2562/07,261600.0,Accordabile,Regolari,30.0,0.0,"5845,64",0,4,Affidabile
5545,S.r.l.,TO,2561/07,44400.0,Accordabile,Regolari,35.0,0.0,"14224,78","13227,49",4,Affidabile
5546,S.r.l.,TO,101/07,4780.0,Accordabile,Regolari,30.0,0.0,"4904,14",0,4,Affidabile
5547,S.a.s.,TO,2562/07,0.0,Non accordabile,Regolari,31.0,23.0,"2586,09","645,8",2,Cautela
5548,S.r.l.,TO,46732/07,18750.0,Accordabile,Regolari,30.0,0.0,"2859,66",0,4,Affidabile
5549,S.r.l.,TO,2561/07,4080.0,Accordabile,Regolari,31.0,0.0,"4874,5","1035,02",4,Affidabile
5550,S.r.l.u.s.,TO,2221/07,7800.0,Accordabile,Regolari,30.0,0.0,"2462,66",0,4,Affidabile
5551,S.r.l.,TO,2562/07,53000.0,Accordabile,Regolari,31.0,-2.0,"3014,45","919,57",4,Affidabile
5552,S.r.l.u.s.,TO,602/07,54600.0,Accordabile,Regolari,30.0,0.0,"5475,55",0,4,Affidabile
5553,S.r.l.,TO,951209/07,11875.0,Accordabile,Regolari,30.0,-4.0,"3131,39",0,4,Affidabile
5554,S.r.l.,TO,1082/07,2500.0,Accordabile,Regolari,31.0,3.0,"3529,41","1045,51",4,Affidabile
5555,S.r.l.,TO,255/07,113400.0,Accordabile,Regolari,30.0,0.0,"7754,5",0,4,Affidabile
5556,S.r.l.,TO,32999/07,0.0,Da approfondire,Regolari,30.0,7.0,"4306,7",0,4,Affidabile
5557,S.r.l.,TO,731102/07,0.0,Non accordabile,Ritardi significativi,31.0,618.0,"10136,55",0,1,Non affidabile
5558,S.r.l.,TO,31012/07,1500.0,Accordabile,Regolari,30.0,0.0,"4128,66",0,4,Affidabile
5559,S.r.l.,TO,2711/07,2500.0,Accordabile,Regolari,30.0,0.0,"4507,99",0,4,Affidabile
5560,S.r.l.u.s.,TO,222/07,2500.0,Accordabile,Prevalentemente regolari,31.0,0.0,"577,99","157,67",4,Affidabile
5561,S.r.l.,TO,28992/07,6360.0,Accordabile,Regolari,-1.0,-1.0,"786,36",0,4,Affidabile
5562,S.r.l.u.s.,NO,681/07,672000.0,Accordabile,Regolari,31.0,0.0,"10331,74","2722,56",4,Affidabile
5563,S.r.l.,TO,46732/07,31200.0,Accordabile,Regolari,31.0,0.0,"2160,7","598,61",4,Affidabile
5564,S.r.l.,TO,25931/07,19000.0,Accordabile,Regolari,31.0,0.0,"17183,82","4308,2",4,Affidabile
5565,S.r.l.,TO,25731/07,8250.0,Accordabile,Regolari,31.0,0.0,"4743,18","1330,25",4,Affidabile
5566,S.r.l.,TO,222/07,3200.0,Accordabile,Regolari,30.0,0.0,"20047,92",0,4,Affidabile
5567,S.p.A.,TO,141929/07,115500.0,Accordabile,Regolari,31.0,0.0,"62041,71",0,4,Affidabile
5568,S.r.l.,TO,221909/07,91500.0,Accordabile,Regolari,31.0,0.0,"17538,47","6584,78",4,Affidabile
5569,S.a.s.,TO,2562/07,13750.0,Accordabile,Regolari,31.0,0.0,"4453,94","773,39",4,Affidabile
5570,S.p.A.,TO,3811/07,74000.0,Accordabile,Regolari,31.0,6.0,"13115,6","3092,21",4,Affidabile
5571,S.r.l.,TO,25732/07,0.0,Non accordabile,Ritardi significativi,32.0,618.0,"4437,04",0,6,Non operativa
5572,S.r.l.u.s.,TO,432201/07,5400.0,Accordabile,Regolari,35.0,-2.0,"209,79",0,4,Affidabile
5573,S.r.l.,TO,3511/07,139500.0,Accordabile,Regolari,30.0,0.0,"5446,9",0,4,Affidabile
5574,,TO,,6000.0,Accordabile,Regolari,30.0,0.0,"3486,93",0,4,Affidabile
5575,S.r.l.,TO,1812/07,1500.0,Accordabile,Regolari,30.0,0.0,"1917,46",0,4,Affidabile
5576,S.r.l.,TO,25731/07,9250.0,Accordabile,Regolari,30.0,0.0,"3584,81",0,4,Affidabile
5577,S.r.l.,TO,293209/07,5250.0,Da ridurre,Regolari,35.0,0.0,"9365,93","6026,89",4,Affidabile
5578,S.r.l.,TO,869021/07,15000.0,Accordabile,Regolari,31.0,4.0,"8557,2","1821,67",4,Affidabile
5579,S.r.l.,TO,432101/07,88200.0,Accordabile,Regolari,31.0,-15.0,"2048,71","436,54",4,Affidabile
5580,S.r.l.u.s.,TO,2562/07,16000.0,Accordabile,Regolari,31.0,0.0,"1270,96",0,4,Affidabile
5581,S.r.l.,TO,9312/07,0.0,Da approfondire,Regolari,31.0,4.0,"1942,41","671,74",4,Affidabile
5582,S.r.l.,TO,4941/07,10000.0,Accordabile,Regolari,31.0,0.0,"2368,21","622,05",4,Affidabile
5583,S.r.l.,TO,2594/07,115000.0,Accordabile,Regolari,30.0,2.0,"16741,79",0,4,Affidabile
5584,S.r.l.,TO,293209/07,42000.0,Accordabile,Regolari,31.0,0.0,"29249,95","10787,3",4,Affidabile
5585,S.p.A.,TO,451101/07,81055.0,Accordabile,Regolari,30.0,0.0,"14564,11",0,4,Affidabile
5586,S.r.l.,RO,31094/07,57000.0,Accordabile,Regolari,30.0,0.0,"8678,89",0,4,Affidabile
5587,S.r.l.,TO,281112/07,9267.0,Accordabile,Regolari,31.0,26.0,"14224,3","2177,63",4,Affidabile
5588,S.r.l.,TO,212009/07,110500.0,Accordabile,Regolari,31.0,0.0,"9725,57","3259,85",4,Affidabile
5589,S.r.l.,TO,873/07,16250.0,Accordabile,Prevalentemente regolari,0.0,4.0,"1561,07",0,4,Affidabile
5590,S.p.A.,TO,2825/07,,Da approfondire,Prevalentemente regolari,30.0,0.0,"9863,07",0,2,Cautela
5591,S.r.l.,TO,265129/07,15750.0,Accordabile,Regolari,30.0,0.0,"1481,96",0,4,Affidabile
5592,S.r.l.,TO,13921/07,6000.0,Accordabile,Regolari,30.0,0.0,"1032,49",0,4,Affidabile
5593,S.p.A.,TO,451101/07,539017.0,Accordabile,Regolari,30.0,0.0,"-926,52",0,4,Affidabile
5594,S.p.A.,AL,2445/07,27702.0,Accordabile,Regolari,30.0,0.0,"7786,55",0,4,Affidabile
5595,S.r.l.,TO,284/07,8250.0,Accordabile,Regolari,31.0,0.0,"8421,23","3069,45",4,Affidabile
5596,S.a.s.,TO,1729/07,,Da approfondire,Regolari,30.0,0.0,"768,96",0,4,Affidabile
5597,S.r.l.,TO,25121/07,11100.0,Accordabile,Regolari,30.0,0.0,"1139,54",0,4,Affidabile
5598,S.p.a.u.s.,TO,462122/07,245861.0,Accordabile,Regolari,31.0,0.0,"5707,79","1702,24",4,Affidabile
5599,S.r.l.,TO,711/07,11125.0,Accordabile,Regolari,31.0,0.0,"243,47",0,4,Affidabile
5600,S.r.l.,TO,873/07,44097.0,Accordabile,Prevalentemente regolari,30.0,16.0,"21488,61",0,4,Affidabile
5601,S.r.l.,TO,25732/07,1600.0,Accordabile,Regolari,30.0,0.0,"2808,63",0,4,Affidabile
5602,S.r.l.,TO,279002/07,1500.0,Da ridurre,Ritardi significativi,32.0,873.0,"1969,55",0,4,Affidabile
5603,S.r.l.,TO,259999/07,51600.0,Accordabile,Regolari,30.0,0.0,"6290,88",0,4,Affidabile
5604,S.r.l.,PR,28292/07,82200.0,Accordabile,Regolari,30.0,0.0,"7620,01",0,4,Affidabile
5605,S.r.l.,TO,282991/07,13500.0,Accordabile,Regolari,31.0,2.0,3172,"864,92",4,Affidabile
5606,S.r.l.,TO,2222/07,30000.0,Accordabile,Regolari,31.0,0.0,"5078,79","1981,93",4,Affidabile
5607,S.r.l.,TO,2825/07,365000.0,Accordabile,Regolari,30.0,0.0,"17003,24",0,4,Affidabile
5608,S.p.A.,TO,731/07,1194000.0,Accordabile,Regolari,31.0,-9.0,"15481,33","4313,5",4,Affidabile
5609,S.r.l.,TO,222/07,79800.0,Accordabile,Regolari,34.0,0.0,"17194,67","9726,61",4,Affidabile
5610,S.r.l.,TO,289209/07,7449.0,Accordabile,Prevalentemente regolari,30.0,16.0,"3617,59",0,4,Affidabile
5611,S.r.l.,TO,1721/07,145000.0,Accordabile,Regolari,30.0,0.0,"7063,42",0,4,Affidabile
5612,S.r.l.,TO,931/07,2500.0,Accordabile,,-1.0,-1.0,-70,0,4,Affidabile
5613,S.r.l.,TO,71201/07,0.0,Non accordabile,Prevalentemente regolari,-1.0,-1.0,"-424,16",0,6,Non operativa
5614,S.p.A.,TO,20599/07,342000.0,Accordabile,Regolari,30.0,0.0,"14245,75",0,4,Affidabile
5615,S.n.c.,TO,279/07,14500.0,Accordabile,Regolari,31.0,11.0,"4645,29","1837,4",4,Affidabile
5616,S.r.l.,TO,255/07,0.0,Non accordabile,,31.0,539.0,"876,54",0,1,Non affidabile
5617,S.r.l.,TO,284/07,2876.0,Accordabile,Regolari,30.0,33.0,"2349,49",0,4,Affidabile
5618,S.r.l.,TO,2571/07,143400.0,Accordabile,Regolari,30.0,0.0,"9969,04",0,4,Affidabile
5619,S.r.l.,TO,222/07,43200.0,Accordabile,Regolari,31.0,0.0,"1582,31","354,87",4,Affidabile
5620,S.r.l.u.s.,TO,282/07,144000.0,Accordabile,Regolari,31.0,0.0,"6851,88","2258,79",4,Affidabile
5621,S.r.l.,TO,2562/07,19750.0,Accordabile,Regolari,31.0,2.0,"3223,71","867,7",4,Affidabile
5622,S.r.l.,TO,2562/07,43800.0,Accordabile,Regolari,31.0,0.0,"6709,27","2415,98",4,Affidabile
5623,S.r.l.,TO,2594/07,38400.0,Accordabile,Regolari,30.0,0.0,"3359,75",0,4,Affidabile
5624,S.r.l.,TO,25932/07,28500.0,Accordabile,Regolari,31.0,0.0,"8587,66","2857,87",4,Affidabile
5625,S.p.A.,TO,255/07,184000.0,Accordabile,Regolari,30.0,0.0,"13827,17",0,4,Affidabile
5626,S.r.l.,TO,46341/07,20308.0,Accordabile,Regolari,34.0,1.0,"22816,48","8137,57",4,Affidabile
5627,S.r.l.u.s.,TO,265129/07,239000.0,Accordabile,Regolari,-1.0,-1.0,"-23606,99",0,4,Affidabile
5628,S.r.l.,TO,721/07,4000.0,Accordabile,Regolari,31.0,0.0,"3158,36","925,47",4,Affidabile
5629,S.r.l.u.s.,TO,731101/07,46200.0,Accordabile,Regolari,30.0,0.0,"179,55",0,4,Affidabile
5630,S.r.l.,TO,2561/07,14700.0,Accordabile,Regolari,31.0,0.0,"1722,6","501,55",4,Affidabile
5631,S.r.l.,TO,2562/07,99600.0,Accordabile,Regolari,30.0,0.0,"6243,44",0,4,Affidabile
5632,S.r.l.,TO,2562/07,0.0,Da approfondire,Regolari,31.0,0.0,"3926,04","1434,06",4,Affidabile
5633,S.r.l.,TO,3099/07,18500.0,Accordabile,Regolari,31.0,0.0,"3201,57",0,4,Affidabile
5634,S.r.l.,TO,2572/07,16500.0,Accordabile,Regolari,31.0,0.0,"10732,21","3908,6",4,Affidabile
5635,S.r.l.,BI,2562/07,5001.0,Accordabile,Regolari,31.0,0.0,"11478,1","3643,59",4,Affidabile
5636,S.r.l.,TO,45201/07,41400.0,Accordabile,Regolari,30.0,0.0,"2432,94","72,43",4,Affidabile
5637,S.r.l.,TO,292/07,46000.0,Accordabile,Regolari,30.0,0.0,"13406,53",0,4,Affidabile
5638,S.p.A.,TO,263029/07,31500.0,Accordabile,Regolari,30.0,0.0,"19459,57",0,4,Affidabile
5639,S.r.l.,VC,1072/07,57600.0,Accordabile,Regolari,30.0,21.0,"5069,75",0,4,Affidabile
5640,S.r.l.,TO,2222/07,36500.0,Accordabile,Regolari,30.0,0.0,"7223,63",0,4,Affidabile
5641,S.r.l.,TO,2562/07,39000.0,Accordabile,Regolari,30.0,0.0,"4330,92",0,4,Affidabile
5642,S.r.l.,TO,1723/07,25000.0,Accordabile,Regolari,30.0,0.0,"12961,77",0,4,Affidabile
5643,S.r.l.,TO,871/07,55000.0,Accordabile,Prevalentemente regolari,30.0,0.0,"17247,61",0,4,Affidabile
5644,,TO,,,Da approfondire,Regolari,31.0,-17.0,"21895,68","7066,21",4,Affidabile
5645,Consorzio,AT,36/07,62500.0,Accordabile,Regolari,31.0,0.0,"28038,29","7887,38",4,Affidabile
5646,S.r.l.,TO,282999/07,27500.0,Accordabile,Regolari,0.0,0.0,"6839,58",0,4,Affidabile
5647,S.p.A.,TO,2825/07,400000.0,Accordabile,Regolari,31.0,0.0,"10866,59","4084,27",4,Affidabile
5648,S.a.s.,TO,6201/07,5820.0,Accordabile,Regolari,30.0,0.0,"13081,55",0,4,Affidabile
5649,S.r.l.,TO,1072/07,29000.0,Accordabile,Regolari,31.0,0.0,"14302,07",0,4,Affidabile
5650,S.r.l.,TO,453101/07,87500.0,Accordabile,Regolari,30.0,-16.0,"23498,83",0,4,Affidabile
5651,S.r.l.,TO,46389/07,653873.0,Accordabile,Regolari,31.0,20.0,"8040,24",0,4,Affidabile
5652,S.r.l.,TO,261109/07,3000.0,Accordabile,Regolari,30.0,6.0,"6512,66",0,4,Affidabile
5653,Indiv.,TO,960202/07,0.0,Non accordabile,,30.0,298.0,"151,63",0,6,Non operativa
5654,S.r.l.,TO,4711/07,25123.0,Accordabile,Regolari,31.0,4.0,"4479,27","1587,7",4,Affidabile
5655,S.r.l.,AT,521/07,17250.0,Accordabile,Regolari,31.0,0.0,"4457,73","733,89",4,Affidabile
5656,S.r.l.,TO,46762/07,0.0,Non accordabile,Regolari,31.0,0.0,"2714,58",0,2,Cautela
5657,S.r.l.,TO,2931/07,1500.0,Accordabile,Prevalentemente regolari,30.0,31.0,"4025,91",0,4,Affidabile
5658,S.r.l.,TO,682001/07,0.0,Non accordabile,Regolari,31.0,6.0,"796,91","182,67",6,Non operativa
5659,S.r.l.,TO,2562/07,5640.0,Accordabile,Regolari,30.0,0.0,"4763,61",0,4,Affidabile
5660,Assoc.,TO,873/07,2809.0,Accordabile,Regolari,30.0,0.0,"5669,2",0,4,Affidabile
5661,S.r.l.u.s.,TO,466999/07,49000.0,Accordabile,Regolari,30.0,0.0,"3524,64",0,4,Affidabile
5662,S.r.l.,TO,261109/07,165600.0,Accordabile,Regolari,31.0,0.0,"7862,69","2410,94",4,Affidabile
5663,S.r.l.,TO,45202/07,5580.0,Accordabile,Regolari,0.0,0.0,"6683,73",0,4,Affidabile
5664,S.r.l.,TO,2511/07,25500.0,Accordabile,Regolari,30.0,0.0,"1402,65",0,4,Affidabile
5665,S.r.l.,TO,25732/07,69000.0,Accordabile,Regolari,30.0,0.0,"4200,08",0,4,Affidabile
5666,S.r.l.,TO,2511/07,2300.0,Accordabile,Regolari,31.0,27.0,"1113,35","131,12",4,Affidabile
5667,S.r.l.,MI,257312/07,17750.0,Accordabile,Regolari,31.0,0.0,"21788,13",0,4,Affidabile
5668,S.r.l.,TO,28299/07,126000.0,Accordabile,Regolari,30.0,0.0,"3858,4",0,4,Affidabile
5669,S.a.s.,TO,82921/07,10800.0,Accordabile,Regolari,33.0,1.0,"979,67",0,4,Affidabile
5670,S.r.l.,TO,2594/07,58080.0,Accordabile,Regolari,31.0,21.0,"9486,4","3021,52",4,Affidabile
5671,S.r.l.,MI,1439/07,3100.0,Accordabile,Regolari,32.0,0.0,"6367,11","1477,61",4,Affidabile
5672,S.r.l.,TO,2812/07,36600.0,Accordabile,Regolari,31.0,0.0,"6943,13","1617,86",4,Affidabile
5673,S.r.l.,TO,2562/07,38400.0,Accordabile,Regolari,30.0,-1.0,"3487,67",0,4,Affidabile
5674,S.r.l.,TO,682001/07,94000.0,Accordabile,Regolari,30.0,0.0,"5844,43",0,4,Affidabile
5675,S.r.l.,TO,1729/07,33500.0,Accordabile,Regolari,30.0,0.0,"4146,71",0,4,Affidabile
5676,S.r.l.,TO,1812/07,6000.0,Accordabile,Regolari,30.0,0.0,"645,63",0,4,Affidabile
